4	3	236.55	106.13	13.94	259.27	114.11	
4	4	236.42	121.47	2.11	265.80	128.55	
4	5	247.82	117.25	1.27	274.16	121.20	
4	6	252.07	114.60	1.84	276.90	117.60	
4	7	258.27	115.18	1.99	282.79	116.94	
4	8	263.84	113.98	2.24	287.41	114.92	
4	9	264.46	112.35	2.40	287.33	113.23	
4	10	268.05	109.98	2.67	289.73	110.47	
4	11	269.29	104.94	2.83	289.02	105.34	
4	12	269.34	108.64	3.05	290.43	109.02	
4	13	267.44	106.99	2.96	288.05	107.56	
4	14	271.39	104.58	3.39	290.84	104.82	
4	15	272.82	107.05	4.15	293.07	107.20	
4	16	287.41	92.32	4.74	301.87	92.75	
4	17	292.45	90.09	5.52	306.02	91.17	
4	18	271.41	106.74	7.70	291.65	106.97	
4	19	299.47	97.63	9.48	314.98	99.86	
4	20	289.59	90.78	10.85	303.48	91.45	
4	21	264.84	91.39	16.41	280.16	92.40	
4	22	286.50	88.18	25.45	299.76	88.54	
4	23	266.33	85.18	34.77	279.62	86.04	
4	24	287.67	122.97	71.00	312.85	123.31	
4	25	181.00	0.00	0.00	181.00	97.48	
4	26	305.00	15.00	10.61	305.37	30.47	
5	2	219.05	111.27	24.88	245.69	126.15	
5	3	224.76	97.23	21.22	244.89	111.09	
5	4	239.62	117.12	1.85	266.72	123.40	
5	5	250.18	114.86	1.25	275.28	118.30	
5	6	249.79	115.70	1.73	275.28	119.20	
5	7	252.21	117.84	2.14	278.38	120.73	
5	8	264.15	112.38	2.22	287.06	113.29	
5	9	266.88	109.78	2.18	288.58	110.40	
5	10	265.17	113.57	2.49	288.47	114.34	
5	11	269.58	109.52	2.71	290.97	109.88	
5	12	270.72	107.28	2.92	291.21	107.56	
5	13	265.51	111.78	3.28	288.08	112.53	
5	14	275.87	104.08	3.11	294.85	104.12	
5	15	275.44	102.94	3.44	294.04	102.98	
5	16	279.02	101.38	4.16	296.87	101.39	
5	17	288.08	96.36	4.88	303.77	96.84	
5	18	284.16	100.06	6.57	301.27	100.22	
5	19	289.68	95.13	8.31	304.90	95.78	
5	20	294.07	91.15	12.07	307.87	92.48	
5	21	295.31	83.19	13.86	306.80	84.87	
5	22	263.21	84.21	22.50	276.36	85.58	
5	23	299.67	74.47	24.82	308.78	77.43	
5	24	293.40	108.20	48.39	312.72	109.23	
5	25	190.00	0.00	0.00	190.00	88.48	
5	26	300.00	0.00	0.00	300.00	21.52	
5	27	330.00	0.00	0.00	330.00	51.52	
6	3	243.47	115.15	4.64	269.32	120.36	
6	4	245.52	116.09	2.20	271.58	120.68	
6	5	253.49	115.23	1.31	278.45	117.90	
6	6	253.83	113.00	1.81	277.84	115.66	
6	7	255.16	113.66	2.03	279.33	116.03	
6	8	262.04	114.61	2.15	286.01	115.78	
6	9	260.64	115.32	2.21	285.01	116.70	
6	10	265.31	113.63	2.43	288.62	114.39	
6	11	273.12	108.39	2.43	293.84	108.53	
6	12	271.44	111.02	2.91	293.27	111.25	
6	13	273.17	110.49	3.24	294.67	110.62	
6	14	272.45	110.56	3.30	294.03	110.72	
6	15	277.58	107.28	3.30	297.59	107.29	
6	16	286.24	97.66	3.33	302.44	97.97	
6	17	284.86	96.46	4.09	300.75	96.67	
6	18	287.19	104.37	5.88	305.57	104.74	
6	19	290.13	95.48	7.16	305.44	96.19	
6	20	287.92	91.60	10.31	302.14	92.09	
6	21	276.23	101.59	18.25	294.32	101.62	
6	22	307.69	76.48	19.12	317.05	81.86	
6	23	270.86	95.51	25.53	287.20	95.81	
6	24	312.33	84.44	28.15	323.55	90.97	
6	25	271.33	55.86	32.25	277.02	56.31	
6	26	300.00	0.00	0.00	300.00	21.52	
6	27	330.00	0.00	0.00	330.00	51.52	
7	3	203.02	119.13	16.85	235.39	141.02	
7	4	245.07	112.97	1.95	269.86	117.80	
7	5	253.08	113.81	1.39	277.49	116.61	
7	6	256.17	110.11	1.80	278.83	112.35	
7	7	256.28	115.01	1.89	280.90	117.13	
7	8	258.62	111.13	2.05	281.48	112.89	
7	9	259.83	112.15	2.18	283.00	113.69	
7	10	264.74	117.13	2.38	289.50	117.93	
7	11	267.65	113.08	2.38	290.56	113.60	
7	12	274.03	110.50	2.53	295.47	110.58	
7	13	273.83	112.43	3.11	296.01	112.53	
7	14	272.03	109.44	3.41	293.21	109.63	
7	15	280.21	107.87	3.09	300.25	107.88	
7	16	284.52	100.68	2.92	301.81	100.86	
7	17	286.95	103.03	3.63	304.88	103.38	
7	18	292.36	98.04	4.29	308.37	99.02	
7	19	285.39	95.16	5.72	300.84	95.41	
7	20	283.58	104.24	9.68	302.13	104.36	
7	21	299.67	95.71	14.27	314.58	98.03	
7	22	304.86	76.71	14.50	314.36	81.12	
7	23	264.19	90.57	22.64	279.28	91.69	
7	24	302.63	64.69	14.84	309.47	69.05	
7	25	286.00	55.31	31.93	291.30	55.81	
7	26	310.00	0.00	0.00	310.00	31.52	
7	27	318.33	27.79	16.04	319.54	48.58	
8	3	224.51	125.13	14.26	257.02	136.28	
8	4	249.15	110.98	1.94	272.75	114.79	
8	5	256.59	112.17	1.38	280.03	114.28	
8	6	262.23	109.91	2.02	284.33	111.10	
8	7	254.32	114.24	2.00	278.80	116.77	
8	8	255.59	112.45	2.11	279.24	114.76	
8	9	262.05	114.22	2.20	285.86	115.40	
8	10	266.90	116.06	2.55	291.04	116.63	
8	11	268.46	113.74	2.41	291.56	114.18	
8	12	276.41	112.95	2.45	298.60	112.97	
8	13	271.90	113.80	2.66	294.76	113.99	
8	14	279.28	106.31	2.88	298.83	106.31	
8	15	284.75	105.62	3.06	303.70	105.81	
8	16	282.49	104.72	3.07	301.28	104.80	
8	17	286.57	107.89	3.25	306.20	108.20	
8	18	292.22	100.40	3.47	308.98	101.34	
8	19	293.02	94.75	4.61	307.95	95.85	
8	20	296.47	94.68	7.16	311.22	96.37	
8	21	301.48	90.25	10.42	314.70	93.13	
8	22	299.52	96.10	13.87	314.56	98.38	
8	23	267.11	95.90	18.12	283.80	96.57	
8	24	314.17	53.49	11.15	318.69	64.30	
8	25	306.00	42.59	19.05	308.95	50.71	
8	26	285.40	41.43	18.53	288.39	42.01	
8	27	325.00	24.83	14.34	325.95	52.73	
9	2	350.00	0.00	0.00	350.00	71.52	
9	3	219.85	120.33	10.59	250.63	133.85	
9	4	247.28	109.30	2.08	270.36	113.67	
9	5	256.89	110.54	1.29	279.66	112.62	
9	6	257.25	111.11	2.06	280.22	113.12	
9	7	254.20	113.67	2.19	278.46	116.24	
9	8	258.98	111.41	2.21	281.93	113.10	
9	9	257.30	116.28	2.21	282.36	118.19	
9	10	264.53	112.21	2.41	287.35	113.08	
9	11	270.07	114.69	2.45	293.41	114.99	
9	12	271.07	116.53	2.73	295.06	116.77	
9	13	271.42	113.87	2.56	294.34	114.09	
9	14	280.50	108.86	2.44	300.89	108.88	
9	15	282.77	105.69	2.59	301.88	105.78	
9	16	285.43	103.10	3.04	303.48	103.33	
9	17	287.76	107.08	3.10	307.04	107.48	
9	18	286.16	106.73	3.26	305.41	107.01	
9	19	293.01	98.51	3.54	309.13	99.57	
9	20	299.26	97.34	4.87	314.69	99.53	
9	21	296.56	94.68	8.64	311.31	96.39	
9	22	290.83	101.38	10.87	307.99	102.13	
9	23	293.36	84.72	11.98	305.35	86.02	
9	24	314.42	72.14	11.70	322.59	80.60	
9	25	302.11	56.50	18.83	307.35	61.24	
9	26	280.00	25.30	11.31	281.14	25.34	
9	27	305.83	52.71	21.52	310.34	59.39	
9	28	340.00	0.00	0.00	340.00	61.52	
10	2	266.97	96.44	10.28	283.85	97.12	
10	3	257.13	108.44	5.11	279.06	110.53	
10	4	253.91	107.64	1.99	275.78	110.41	
10	5	259.49	110.28	1.26	281.95	111.90	
10	6	263.27	110.35	2.25	285.46	111.40	
10	7	265.01	113.43	2.45	288.27	114.22	
10	8	261.59	112.95	2.42	284.94	114.21	
10	9	258.51	116.90	2.34	283.71	118.59	
10	10	265.31	112.66	2.10	288.24	113.43	
10	11	269.72	114.53	2.10	293.03	114.87	
10	12	272.62	116.49	2.55	296.47	116.64	
10	13	281.02	106.72	2.26	300.60	106.75	
10	14	283.20	108.50	2.51	303.27	108.60	
10	15	281.54	108.28	2.88	301.64	108.32	
10	16	288.02	107.31	2.89	307.36	107.73	
10	17	291.46	104.72	3.00	309.70	105.52	
10	18	298.04	98.81	3.55	313.99	100.72	
10	19	296.07	99.98	5.03	312.50	101.52	
10	20	295.07	101.42	7.99	312.02	102.77	
10	21	287.29	100.61	15.00	304.40	101.00	
10	22	297.19	91.09	10.38	310.84	92.99	
10	23	300.82	66.72	12.61	308.13	70.36	
10	24	301.50	53.01	16.76	306.12	57.79	
10	25	327.25	57.19	20.22	332.21	75.16	
10	27	345.00	5.00	3.54	345.04	66.70	
11	2	269.22	92.70	9.36	284.74	93.16	
11	3	255.31	109.13	4.98	277.66	111.57	
11	4	252.39	108.15	2.03	274.59	111.26	
11	5	261.34	109.89	1.34	283.50	111.22	
11	6	261.51	111.22	2.09	284.17	112.50	
11	7	264.45	110.45	2.31	286.59	111.33	
11	8	266.40	111.08	2.22	288.63	111.73	
11	9	264.59	115.35	2.12	288.64	116.19	
11	10	265.57	113.35	1.97	288.75	114.08	
11	11	273.40	109.96	1.81	294.68	110.08	
11	12	269.80	114.43	2.21	293.07	114.76	
11	13	279.13	107.24	2.28	299.02	107.24	
11	14	285.43	107.32	2.49	304.94	107.54	
11	15	285.16	106.85	2.62	304.52	107.06	
11	16	290.96	104.10	2.78	309.02	104.85	
11	17	294.88	102.08	3.46	312.05	103.39	
11	18	300.79	98.85	4.72	316.61	101.33	
11	19	288.96	103.78	8.03	307.03	104.30	
11	20	285.98	96.69	10.43	301.88	96.98	
11	21	284.95	85.41	13.50	297.47	85.65	
11	22	296.68	81.22	12.84	307.59	83.23	
11	23	311.37	53.06	12.17	315.86	62.43	
11	24	361.67	44.78	25.86	364.43	94.47	
11	25	340.00	0.00	0.00	340.00	61.52	
12	2	265.02	96.61	8.47	282.08	97.54	
12	3	256.06	109.28	4.84	278.41	111.55	
12	4	253.00	108.37	2.39	275.23	111.32	
12	5	265.34	109.88	1.41	287.19	110.66	
12	6	266.56	110.20	2.15	288.44	110.84	
12	7	269.36	108.74	2.12	290.49	109.13	
12	8	268.28	114.09	2.05	291.53	114.54	
12	9	268.68	114.25	1.97	291.96	114.67	
12	10	274.61	108.92	1.86	295.42	108.99	
12	11	276.57	108.97	1.81	297.26	108.99	
12	12	271.02	114.32	2.12	294.14	114.56	
12	13	275.66	109.58	2.18	296.64	109.61	
12	14	282.60	109.23	2.32	302.97	109.30	
12	15	293.70	100.73	2.37	310.50	101.88	
12	16	294.50	102.20	2.92	311.73	103.45	
12	17	296.10	100.22	4.25	312.60	101.76	
12	18	281.72	105.07	7.43	300.68	105.12	
12	19	285.92	94.68	9.24	301.19	94.97	
12	20	292.85	89.60	11.57	306.25	90.74	
12	21	315.07	61.51	11.62	321.02	71.57	
12	22	287.80	89.93	20.11	301.52	90.41	
12	23	286.08	78.50	22.66	296.66	78.87	
12	24	250.00	0.00	0.00	250.00	28.48	
13	1	265.00	0.00	0.00	265.00	13.48	
13	2	251.41	102.39	7.85	271.46	105.91	
13	3	251.96	108.56	4.41	274.36	111.75	
13	4	252.86	108.28	2.20	275.07	111.27	
13	5	261.64	109.25	1.58	283.53	110.54	
13	6	264.85	108.38	1.84	286.17	109.23	
13	7	270.34	108.22	1.85	291.20	108.52	
13	8	266.90	111.59	1.78	289.28	112.19	
13	9	266.09	112.81	1.77	289.01	113.49	
13	10	274.48	107.60	1.67	294.82	107.68	
13	11	270.95	110.19	1.75	292.50	110.44	
13	12	267.52	111.79	2.03	289.94	112.32	
13	13	276.36	105.65	1.79	295.86	105.67	
13	14	280.59	107.85	1.94	300.60	107.87	
13	15	284.61	104.14	2.44	303.07	104.32	
13	16	285.60	103.12	3.66	303.65	103.37	
13	17	276.66	93.56	5.07	292.05	93.58	
13	18	268.18	99.19	7.31	285.94	99.72	
13	19	274.24	104.83	10.04	293.59	104.92	
13	20	282.96	97.08	13.59	299.15	97.19	
13	21	290.10	85.62	18.68	302.47	86.41	
13	22	226.44	114.71	28.68	253.84	125.97	
13	23	243.50	66.68	23.58	252.47	75.30	
13	24	250.00	0.00	0.00	250.00	28.48	
13	25	425.00	0.00	0.00	425.00	146.52	
14	0	295.00	0.00	0.00	295.00	16.52	
14	1	262.32	104.01	14.29	282.19	105.26	
14	2	230.82	114.48	5.83	257.65	124.01	
14	3	260.80	113.85	3.49	284.57	115.22	
14	4	263.92	104.68	2.32	283.92	105.69	
14	5	267.98	106.55	1.58	288.39	107.07	
14	6	267.52	108.68	1.97	288.75	109.24	
14	7	271.87	110.11	1.84	293.32	110.31	
14	8	277.24	109.81	1.76	298.19	109.82	
14	9	274.35	109.97	1.69	295.57	110.05	
14	10	274.10	109.85	1.75	295.30	109.94	
14	11	275.96	108.47	1.83	296.51	108.49	
14	12	274.52	108.73	1.80	295.27	108.81	
14	13	279.54	104.83	1.57	298.55	104.83	
14	14	282.06	107.56	1.96	301.88	107.62	
14	15	270.95	108.57	2.92	291.89	108.83	
14	16	262.08	109.77	4.47	284.14	110.99	
14	17	281.14	97.53	5.90	297.57	97.56	
14	18	267.70	109.27	8.81	289.14	109.80	
14	19	250.51	115.08	11.68	275.68	118.44	
14	20	279.10	92.77	12.08	294.12	92.77	
14	21	283.52	81.94	15.22	295.12	82.10	
14	22	190.67	137.62	45.87	235.14	163.25	
14	23	230.00	73.48	42.43	241.45	88.04	
14	24	226.67	28.67	16.56	228.47	59.22	
14	25	425.00	0.00	0.00	425.00	146.52	
15	1	275.36	106.19	3.33	295.12	106.23	
15	2	250.56	107.55	2.97	272.66	111.11	
15	3	271.84	102.22	2.16	290.42	102.44	
15	4	270.06	102.63	2.11	288.91	102.97	
15	5	268.03	105.69	2.40	288.12	106.21	
15	6	265.39	105.84	2.36	285.72	106.65	
15	7	270.64	108.88	2.08	291.72	109.16	
15	8	273.65	109.69	1.98	294.81	109.80	
15	9	280.80	107.75	1.64	300.76	107.78	
15	10	280.93	107.49	1.57	300.79	107.52	
15	11	278.62	106.00	1.62	298.11	106.00	
15	12	277.54	107.58	1.80	297.66	107.59	
15	13	285.04	106.13	1.61	304.16	106.33	
15	14	285.49	108.52	1.70	305.42	108.75	
15	15	285.25	104.00	1.86	303.62	104.22	
15	16	279.03	107.47	2.66	299.01	107.48	
15	17	271.82	107.45	4.65	292.29	107.65	
15	18	267.84	113.38	7.64	290.85	113.88	
15	19	262.68	114.44	9.60	286.53	115.52	
15	20	287.83	90.56	9.65	301.74	91.04	
15	21	290.95	78.02	12.34	301.23	79.01	
15	22	259.24	103.82	18.07	279.26	105.59	
15	23	283.43	64.50	24.38	290.68	64.69	
15	24	122.00	169.73	97.99	209.03	230.86	
15	25	293.75	86.70	43.35	306.28	88.04	
15	26	240.00	0.00	0.00	240.00	38.48	
